time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-03T21:18:41.200Z,10.7075,126.2233,35,4.8,mb,,98,9.935,0.54,us,us20002ltj,2015-06-04T05:21:12.849Z,"50km ESE of Sulangan, Philippines",earthquake
